School Name,State,Sport,TeamID,Notes
Germantown High School,WI,Boys Volleyball,142904,
Germantown High School,WI,Boys Wrestling,144737,
Germantown High School,WI,Girls Basketball,141758,
Germantown High School,WI,Girls Cross Country,142957,
Germantown High School,WI,Girls Golf,144149,
Germantown High School,WI,Girls Soccer,144270,
Germantown High School,WI,Girls Softball,144975,
Germantown High School,WI,Girls Swimming & Diving,144475,
Germantown High School,WI,Girls Tennis,144562,
Germantown High School,WI,Girls Track and Field,145714,
Germantown High School,WI,Girls Volleyball,143638,
Germantown High School,WI,Girls Wrestling,147284,
Gillett High School,WI,Boys Baseball,155998,
Gillett High School,WI,Boys Basketball,146898,
Gillett High School,WI,Boys Cross Country,143532,
Gillett High School,WI,Boys Football 8-Player,146506,
Gillett High School,WI,Boys Golf,147871,
Gillett High School,WI,Boys Track and Field,145609,
Gillett High School,WI,Girls Basketball,142109,
Gillett High School,WI,Girls Cross Country,143192,
Gillett High School,WI,Girls Softball,156131,
Gillett High School,WI,Girls Track and Field,145991,
Gillett High School,WI,Girls Volleyball,143992,
Grafton High School,WI,Boys Baseball,146935,
Grafton High School,WI,Boys Basketball,141374,
Grafton High School,WI,Boys Cross Country,143415,
Grafton High School,WI,Boys Football,146167,
Grafton High School,WI,Boys Golf,142199,
Grafton High School,WI,Boys Soccer,142808,
Grafton High School,WI,Boys Swimming & Diving,142502,
Grafton High School,WI,Boys Tennis,142640,
Grafton High School,WI,Boys Track and Field,145330,
Grafton High School,WI,Boys Wrestling,144828,
Grafton High School,WI,Girls Basketball,141822,
Grafton High School,WI,Girls Cross Country,143075,
Grafton High School,WI,Girls Gymnastics,155314,
Grafton High School,WI,Girls Soccer,144384,
Grafton High School,WI,Girls Softball,145066,
Grafton High School,WI,Girls Swimming & Diving,144512,
Grafton High School,WI,Girls Tennis,144563,
Grafton High School,WI,Girls Track and Field,145715,
Grafton High School,WI,Girls Volleyball,143754,
Grafton High School,WI,Girls Wrestling,153876,
Green Bay East High School,WI,Boys Baseball,156000,
Green Bay East High School,WI,Boys Basketball,141309,
Green Bay East High School,WI,Boys Cross Country,143296,
Green Bay East High School,WI,Boys Football,146169,
Green Bay East High School,WI,Boys Golf,142200,
Green Bay East High School,WI,Boys Soccer,142743,
Green Bay East High School,WI,Boys Tennis,142544,
Green Bay East High School,WI,Boys Track and Field,145331,
Green Bay East High School,WI,Girls Basketball,141759,
Green Bay East High School,WI,Girls Cross Country,142958,
Green Bay East High School,WI,Girls Soccer,144320,
Green Bay East High School,WI,Girls Tennis,144564,
Green Bay East High School,WI,Girls Track and Field,145716,
Green Bay East High School,WI,Girls Volleyball,143639,
Green Bay Preble High School,WI,Boys Baseball,140987,
Green Bay Preble High School,WI,Boys Basketball,141310,
Green Bay Preble High School,WI,Boys Cross Country,143297,
Green Bay Preble High School,WI,Boys Football,146170,
Green Bay Preble High School,WI,Boys Golf,142201,
Green Bay Preble High School,WI,Boys Soccer,142696,
Green Bay Preble High School,WI,Boys Tennis,142545,
Green Bay Preble High School,WI,Boys Track and Field,145332,
Green Bay Preble High School,WI,Boys Wrestling,144738,
Green Bay Preble High School,WI,Girls Basketball,141760,
Green Bay Preble High School,WI,Girls Cross Country,142959,
Green Bay Preble High School,WI,Girls Golf,139089,
Green Bay Preble High School,WI,Girls Soccer,144271,
Green Bay Preble High School,WI,Girls Softball,144976,
Green Bay Preble High School,WI,Girls Tennis,144565,
Green Bay Preble High School,WI,Girls Track and Field,145717,
Green Bay Preble High School,WI,Girls Volleyball,143640,
Green Bay Preble High School,WI,Girls Wrestling,153964,
Green Bay Southwest High School,WI,Boys Baseball,140988,
Green Bay Southwest High School,WI,Boys Basketball,141375,
Green Bay Southwest High School,WI,Boys Cross Country,143298,
Green Bay Southwest High School,WI,Boys Football,146171,
Green Bay Southwest High School,WI,Boys Golf,140529,
Green Bay Southwest High School,WI,Boys Soccer,142744,
Green Bay Southwest High School,WI,Boys Swimming & Diving,155362,
Green Bay Southwest High School,WI,Boys Tennis,142546,
Green Bay Southwest High School,WI,Boys Track and Field,145333,
Green Bay Southwest High School,WI,Girls Basketball,141823,
Green Bay Southwest High School,WI,Girls Cross Country,142960,
Green Bay Southwest High School,WI,Girls Soccer,144321,
Green Bay Southwest High School,WI,Girls Softball,144977,
Green Bay Southwest High School,WI,Girls Swimming & Diving,154616,
Green Bay Southwest High School,WI,Girls Tennis,144566,
Green Bay Southwest High School,WI,Girls Track and Field,145718,
Green Bay Southwest High School,WI,Girls Volleyball,143641,
Green Bay West High School,WI,Boys Basketball,146768,
Green Bay West High School,WI,Boys Cross Country,143299,
Green Bay West High School,WI,Boys Football,146172,
Green Bay West High School,WI,Boys Soccer,142745,
Green Bay West High School,WI,Boys Tennis,142547,
Green Bay West High School,WI,Boys Track and Field,146731,
Green Bay West High School,WI,Boys Wrestling,139906,
Green Bay West High School,WI,Girls Basketball,141824,
Green Bay West High School,WI,Girls Cross Country,142961,
Green Bay West High School,WI,Girls Soccer,146736,
Green Bay West High School,WI,Girls Softball,140604,
Green Bay West High School,WI,Girls Tennis,144567,
Green Bay West High School,WI,Girls Track and Field,145719,
Green Bay West High School,WI,Girls Volleyball,143642,
Green Bay West High School,WI,Girls Wrestling,139988,
Greendale High School,WI,Boys Baseball,146863,
Greendale High School,WI,Boys Basketball,141376,
Greendale High School,WI,Boys Cross Country,143300,
Greendale High School,WI,Boys Football,146173,
Greendale High School,WI,Boys Golf,142202,
Greendale High School,WI,Boys Soccer,142746,
Greendale High School,WI,Boys Tennis,142548,
Greendale High School,WI,Boys Track and Field,145334,
Greendale High School,WI,Boys Volleyball,142905,
Greendale High School,WI,Boys Wrestling,154049,
Greendale High School,WI,Girls Basketball,141825,
Greendale High School,WI,Girls Cross Country,142962,
Greendale High School,WI,Girls Golf,147623,
Greendale High School,WI,Girls Soccer,144322,
Greendale High School,WI,Girls Softball,144978,
Greendale High School,WI,Girls Swimming & Diving,144513,
Greendale High School,WI,Girls Tennis,144568,
Greendale High School,WI,Girls Track and Field,145720,
Greendale High School,WI,Girls Volleyball,143643,
Greendale High School,WI,Girls Wrestling,154050,
Greenfield High School,WI,Boys Baseball,146915,
Greenfield High School,WI,Boys Basketball,141311,
Greenfield High School,WI,Boys Cross Country,143301,
Greenfield High School,WI,Boys Football,146174,
Greenfield High School,WI,Boys Golf,142203,
Greenfield High School,WI,Boys Soccer,142747,
Greenfield High School,WI,Boys Swimming & Diving,139846,
Greenfield High School,WI,Boys Tennis,142549,
Greenfield High School,WI,Boys Track and Field,145335,
Greenfield High School,WI,Boys Volleyball,147166,
Greenfield High School,WI,Boys Wrestling,144739,
Greenfield High School,WI,Girls Basketball,141761,
Greenfield High School,WI,Girls Cross Country,142963,
Greenfield High School,WI,Girls Golf,154017,
Greenfield High School,WI,Girls Soccer,144323,
Greenfield High School,WI,Girls Softball,144979,
Greenfield High School,WI,Girls Swimming & Diving,154621,
Greenfield High School,WI,Girls Tennis,144569,
Greenfield High School,WI,Girls Track and Field,145721,
Greenfield High School,WI,Girls Volleyball,143644,
Greenfield High School,WI,Girls Wrestling,152328,
Hamilton High School,WI,Boys Baseball,146938,
Hamilton High School,WI,Boys Baseball,146938,
Hamilton High School,WI,Boys Basketball,141312,
Hamilton High School,WI,Boys Basketball,141312,
Hamilton High School,WI,Boys Cross Country,143302,
Hamilton High School,WI,Boys Cross Country,143302,
Hamilton High School,WI,Boys Football,146175,
Hamilton High School,WI,Boys Football,146175,
Hamilton High School,WI,Boys Golf,142204,
Hamilton High School,WI,Boys Golf,142204,
Hamilton High School,WI,Boys Lacrosse-Boys,140740,
Hamilton High School,WI,Boys Lacrosse-Boys,140740,
Hamilton High School,WI,Boys Soccer,146986,
Hamilton High School,WI,Boys Soccer,146986,
Hamilton High School,WI,Boys Tennis,142550,
Hamilton High School,WI,Boys Tennis,142550,
Hamilton High School,WI,Boys Track and Field,145336,
Hamilton High School,WI,Boys Track and Field,145336,
Hamilton High School,WI,Boys Volleyball,146856,
Hamilton High School,WI,Boys Volleyball,146856,
Hamilton High School,WI,Boys Wrestling,144740,
Hamilton High School,WI,Boys Wrestling,144740,
Hamilton High School,WI,Girls Basketball,141762,
Hamilton High School,WI,Girls Basketball,141762,
Hamilton High School,WI,Girls Cross Country,142964,
Hamilton High School,WI,Girls Cross Country,142964,
Hamilton High School,WI,Girls Golf,144150,
Hamilton High School,WI,Girls Golf,144150,
Hamilton High School,WI,Girls Gymnastics,147029,
Hamilton High School,WI,Girls Gymnastics,147029,
Hamilton High School,WI,Girls Lacrosse-Girls,140779,
Hamilton High School,WI,Girls Lacrosse-Girls,140779,
Hamilton High School,WI,Girls Soccer,144272,
Hamilton High School,WI,Girls Soccer,144272,
Hamilton High School,WI,Girls Softball,144980,
Hamilton High School,WI,Girls Softball,144980,
Hamilton High School,WI,Girls Tennis,144570,
Hamilton High School,WI,Girls Tennis,144570,
Hamilton High School,WI,Girls Track and Field,145722,
Hamilton High School,WI,Girls Track and Field,145722,
Hamilton High School,WI,Girls Volleyball,143645,
Hamilton High School,WI,Girls Volleyball,143645,
Hamilton High School,WI,Girls Wrestling,147313,
Hamilton High School,WI,Girls Wrestling,147313,
Highland High School,WI,Boys Baseball,141252,
Highland High School,WI,Boys Basketball,141667,
Highland High School,WI,Boys Football 8-Player,151194,
Highland High School,WI,Girls Basketball,142113,
Highland High School,WI,Girls Softball,145273,
Highland High School,WI,Girls Volleyball,143997,
Hilbert High School,WI,Boys Baseball,148053,
Hilbert High School,WI,Boys Basketball,141668,
Hilbert High School,WI,Boys Cross Country,147095,
Hilbert High School,WI,Boys Football,146901,
Hilbert High School,WI,Boys Track and Field,147124,
Hilbert High School,WI,Girls Basketball,142114,
Hilbert High School,WI,Girls Cross Country,147096,
Hilbert High School,WI,Girls Softball,150636,
Hilbert High School,WI,Girls Track and Field,147125,
Hilbert High School,WI,Girls Volleyball,143998,
Hillsboro High School,WI,Boys Baseball,141253,
Hillsboro High School,WI,Boys Basketball,141669,
Hillsboro High School,WI,Boys Cross Country,143536,
Hillsboro High School,WI,Boys Football,146177,
Hillsboro High School,WI,Boys Golf,140531,
Hillsboro High School,WI,Boys Track and Field,145614,
Hillsboro High School,WI,Boys Wrestling,144904,
Hillsboro High School,WI,Girls Basketball,142115,
Hillsboro High School,WI,Girls Cross Country,143196,
Hillsboro High School,WI,Girls Softball,145274,
Hillsboro High School,WI,Girls Track and Field,145996,
Hillsboro High School,WI,Girls Volleyball,143999,
Hillsboro High School,WI,Girls Wrestling,153895,
Holmen High School,WI,Boys Baseball,140990,
Holmen High School,WI,Boys Basketball,141377,
Holmen High School,WI,Boys Cross Country,143304,
Holmen High School,WI,Boys Football,146178,
Holmen High School,WI,Boys Golf,142206,
Holmen High School,WI,Boys Soccer,142748,
Holmen High School,WI,Boys Swimming & Diving,139850,
Holmen High School,WI,Boys Tennis,142552,
Holmen High School,WI,Boys Track and Field,145338,
Holmen High School,WI,Boys Wrestling,144742,
Holmen High School,WI,Girls Basketball,141826,
Holmen High School,WI,Girls Cross Country,142966,
Holmen High School,WI,Girls Golf,144152,
Holmen High School,WI,Girls Gymnastics,144065,
Holmen High School,WI,Girls Soccer,144324,
Holmen High School,WI,Girls Softball,144982,
Holmen High School,WI,Girls Swimming & Diving,139168,
Holmen High School,WI,Girls Tennis,144572,
Holmen High School,WI,Girls Track and Field,145724,
Holmen High School,WI,Girls Volleyball,143647,
Holmen High School,WI,Girls Wrestling,149593,
Horicon High School,WI,Boys Baseball,141173,
Horicon High School,WI,Boys Basketball,141573,
Horicon High School,WI,Boys Cross Country,143537,
Horicon High School,WI,Boys Football,154148,
Horicon High School,WI,Boys Golf,142413,
Horicon High School,WI,Boys Track and Field,145615,
Horicon High School,WI,Boys Wrestling,144905,
Horicon High School,WI,Girls Basketball,142021,
Horicon High School,WI,Girls Cross Country,143197,
Horicon High School,WI,Girls Softball,145216,
Horicon High School,WI,Girls Track and Field,145997,
Horicon High School,WI,Girls Volleyball,143879,
Horicon High School,WI,Girls Wrestling,149561,
Hortonville High School,WI,Boys Baseball,140991,
Hortonville High School,WI,Boys Basketball,141378,
Hortonville High School,WI,Boys Cross Country,143306,
Hortonville High School,WI,Boys Football,146180,
Hortonville High School,WI,Boys Golf,142208,
Hortonville High School,WI,Boys Soccer,142750,
Hortonville High School,WI,Boys Tennis,154112,
Hortonville High School,WI,Boys Track and Field,145340,
Hortonville High School,WI,Boys Volleyball,153973,
Hortonville High School,WI,Boys Wrestling,144744,
Hortonville High School,WI,Girls Basketball,141827,
Hortonville High School,WI,Girls Cross Country,142968,
Hortonville High School,WI,Girls Golf,144154,
Hortonville High School,WI,Girls Soccer,144326,
Hortonville High School,WI,Girls Softball,144984,
Hortonville High School,WI,Girls Tennis,153972,
Hortonville High School,WI,Girls Track and Field,145726,
Hortonville High School,WI,Girls Volleyball,143649,
Hortonville High School,WI,Girls Wrestling,147303,
Howards Grove High School,WI,Boys Baseball,146917,
Howards Grove High School,WI,Boys Basketball,141574,
Howards Grove High School,WI,Boys Cross Country,143538,
Howards Grove High School,WI,Boys Football,146181,
Howards Grove High School,WI,Boys Golf,142414,
Howards Grove High School,WI,Boys Soccer,154561,
Howards Grove High School,WI,Boys Tennis,140648,
Howards Grove High School,WI,Boys Track and Field,145473,
Howards Grove High School,WI,Girls Basketball,142022,
Howards Grove High School,WI,Girls Cross Country,143198,
Howards Grove High School,WI,Girls Soccer,144431,
Howards Grove High School,WI,Girls Softball,145140,
Howards Grove High School,WI,Girls Tennis,154656,
Howards Grove High School,WI,Girls Track and Field,145858,
Howards Grove High School,WI,Girls Volleyball,143880,
Hustisford High School,WI,Boys Baseball,140486,
Hustisford High School,WI,Boys Basketball,141671,
Hustisford High School,WI,Boys Track and Field,146940,
Hustisford High School,WI,Boys Wrestling,144906,
Hustisford High School,WI,Girls Soccer,156082,
Hustisford High School,WI,Girls Track and Field,146941,
Hustisford High School,WI,Girls Volleyball,144001,
Iola-Scandinavia High School,WI,Boys Baseball,141174,
Iola-Scandinavia High School,WI,Boys Basketball,141575,
Iola-Scandinavia High School,WI,Boys Cross Country,143540,
Iola-Scandinavia High School,WI,Boys Football,146183,
Iola-Scandinavia High School,WI,Boys Golf,142415,
Iola-Scandinavia High School,WI,Boys Track and Field,145617,
Iola-Scandinavia High School,WI,Girls Basketball,142023,
Iola-Scandinavia High School,WI,Girls Cross Country,143200,
Iola-Scandinavia High School,WI,Girls Softball,145217,
Iola-Scandinavia High School,WI,Girls Track and Field,145999,
Iola-Scandinavia High School,WI,Girls Volleyball,143881,
Iowa Grant High School,WI,Boys Baseball,141175,
Iowa Grant High School,WI,Boys Basketball,141576,
Iowa Grant High School,WI,Boys Cross Country,143541,
Iowa Grant High School,WI,Boys Football,146184,
Iowa Grant High School,WI,Boys Golf,142416,
Iowa Grant High School,WI,Boys Track and Field,147053,
Iowa Grant High School,WI,Boys Wrestling,155419,
Iowa Grant High School,WI,Girls Basketball,142024,
Iowa Grant High School,WI,Girls Cross Country,143201,
Iowa Grant High School,WI,Girls Softball,145218,
Iowa Grant High School,WI,Girls Track and Field,147054,
Iowa Grant High School,WI,Girls Volleyball,143882,
Iowa Grant High School,WI,Girls Wrestling,155480,
Ithaca High School,WI,Boys Baseball,141255,
Ithaca High School,WI,Boys Basketball,141672,
Ithaca High School,WI,Boys Football,146185,
Ithaca High School,WI,Boys Track and Field,140677,
Ithaca High School,WI,Boys Wrestling,139910,
Ithaca High School,WI,Girls Softball,140607,
Ithaca High School,WI,Girls Track and Field,140711,
Ithaca High School,WI,Girls Volleyball,144002,
Ithaca High School,WI,Girls Wrestling,139992,
Janesville Craig High School,WI,Boys Baseball,140993,
Janesville Craig High School,WI,Boys Basketball,141316,
Janesville Craig High School,WI,Boys Cross Country,143308,
Janesville Craig High School,WI,Boys Football,146186,
Janesville Craig High School,WI,Boys Golf,142210,
Janesville Craig High School,WI,Boys Lacrosse-Boys,156049,
Janesville Craig High School,WI,Boys Soccer,142699,
Janesville Craig High School,WI,Boys Swimming & Diving,142473,
Janesville Craig High School,WI,Boys Tennis,142555,
Janesville Craig High School,WI,Boys Track and Field,145342,
Janesville Craig High School,WI,Boys Wrestling,144746,
Janesville Craig High School,WI,Girls Basketball,141766,
Janesville Craig High School,WI,Girls Cross Country,142970,
Janesville Craig High School,WI,Girls Golf,144156,
Janesville Craig High School,WI,Girls Gymnastics,144068,
Janesville Craig High School,WI,Girls Lacrosse-Girls,156062,
Janesville Craig High School,WI,Girls Soccer,144275,
Janesville Craig High School,WI,Girls Softball,144986,
Janesville Craig High School,WI,Girls Swimming & Diving,144478,
Janesville Craig High School,WI,Girls Tennis,144575,
Janesville Craig High School,WI,Girls Track and Field,145728,
Janesville Craig High School,WI,Girls Volleyball,143651,
Janesville Craig High School,WI,Girls Wrestling,149588,
Janesville Parker High School,WI,Boys Baseball,140994,
Janesville Parker High School,WI,Boys Basketball,141317,
Janesville Parker High School,WI,Boys Cross Country,143309,
Janesville Parker High School,WI,Boys Football,146187,
Janesville Parker High School,WI,Boys Golf,142211,
Janesville Parker High School,WI,Boys Hockey,155531,
Janesville Parker High School,WI,Boys Soccer,142700,
Janesville Parker High School,WI,Boys Swimming & Diving,142474,
Janesville Parker High School,WI,Boys Tennis,142556,
Janesville Parker High School,WI,Boys Track and Field,145343,
Janesville Parker High School,WI,Boys Wrestling,144747,
Janesville Parker High School,WI,Girls Basketball,141767,
Janesville Parker High School,WI,Girls Cross Country,142971,
Janesville Parker High School,WI,Girls Golf,144157,
Janesville Parker High School,WI,Girls Gymnastics,144069,
Janesville Parker High School,WI,Girls Hockey,140085,
Janesville Parker High School,WI,Girls Soccer,144276,
Janesville Parker High School,WI,Girls Softball,144987,
Janesville Parker High School,WI,Girls Swimming & Diving,147154,
Janesville Parker High School,WI,Girls Tennis,144576,
Janesville Parker High School,WI,Girls Track and Field,145729,
Janesville Parker High School,WI,Girls Volleyball,143652,
Janesville Parker High School,WI,Girls Wrestling,147595,
Jefferson High School,WI,Boys Baseball,141080,
Jefferson High School,WI,Boys Basketball,141379,
Jefferson High School,WI,Boys Cross Country,143417,
Jefferson High School,WI,Boys Football,146188,
Jefferson High School,WI,Boys Golf,142316,
Jefferson High School,WI,Boys Soccer,142809,
Jefferson High School,WI,Boys Swimming & Diving,155364,
Jefferson High School,WI,Boys Tennis,142641,
Jefferson High School,WI,Boys Track and Field,145474,
Jefferson High School,WI,Boys Wrestling,144829,
Jefferson High School,WI,Girls Basketball,141828,
Jefferson High School,WI,Girls Cross Country,143077,
Jefferson High School,WI,Girls Golf,144233,
Jefferson High School,WI,Girls Gymnastics,155317,
Jefferson High School,WI,Girls Soccer,144386,
Jefferson High School,WI,Girls Softball,145068,
Jefferson High School,WI,Girls Swimming & Diving,154623,
Jefferson High School,WI,Girls Tennis,144678,
Jefferson High School,WI,Girls Track and Field,145859,
Jefferson High School,WI,Girls Volleyball,143756,
Jefferson High School,WI,Girls Wrestling,147568,
Johnson Creek High School,WI,Boys Baseball,141256,
Johnson Creek High School,WI,Boys Basketball,141673,
Johnson Creek High School,WI,Boys Cross Country,143542,
Johnson Creek High School,WI,Boys Football,146189,
Johnson Creek High School,WI,Boys Track and Field,145618,
Johnson Creek High School,WI,Boys Wrestling,144907,
Johnson Creek High School,WI,Girls Basketball,142118,
Johnson Creek High School,WI,Girls Cross Country,143202,
Johnson Creek High School,WI,Girls Soccer,154093,
Johnson Creek High School,WI,Girls Softball,145276,
Johnson Creek High School,WI,Girls Track and Field,146000,
Johnson Creek High School,WI,Girls Volleyball,144003,
Johnson Creek High School,WI,Girls Wrestling,149600,
Juda High School,WI,Boys Basketball,141674,
Juda High School,WI,Girls Basketball,142119,
Juda High School,WI,Girls Softball,140609,
Juda High School,WI,Girls Volleyball,144004,
Kaukauna High School,WI,Boys Baseball,140995,
Kaukauna High School,WI,Boys Basketball,141380,
Kaukauna High School,WI,Boys Cross Country,143310,
Kaukauna High School,WI,Boys Football,146190,
Kaukauna High School,WI,Boys Golf,142212,
Kaukauna High School,WI,Boys Soccer,142751,
Kaukauna High School,WI,Boys Tennis,142557,
Kaukauna High School,WI,Boys Track and Field,145344,
Kaukauna High School,WI,Boys Volleyball,142907,
Kaukauna High School,WI,Boys Wrestling,144748,
Kaukauna High School,WI,Girls Basketball,141829,
Kaukauna High School,WI,Girls Cross Country,142972,
Kaukauna High School,WI,Girls Golf,144158,
Kaukauna High School,WI,Girls Gymnastics,144070,
Kaukauna High School,WI,Girls Soccer,144327,
Kaukauna High School,WI,Girls Softball,144988,
Kaukauna High School,WI,Girls Tennis,144577,
Kaukauna High School,WI,Girls Track and Field,145730,
Kaukauna High School,WI,Girls Volleyball,143653,
Kaukauna High School,WI,Girls Wrestling,155258,
Kenosha Bradford High School,WI,Boys Baseball,150097,
Kenosha Bradford High School,WI,Boys Basketball,141318,
Kenosha Bradford High School,WI,Boys Cross Country,149658,
Kenosha Bradford High School,WI,Boys Football,151851,
Kenosha Bradford High School,WI,Boys Golf,150098,
Kenosha Bradford High School,WI,Boys Hockey,155533,
Kenosha Bradford High School,WI,Boys Soccer,149660,
Kenosha Bradford High School,WI,Boys Swimming & Diving,149661,
Kenosha Bradford High School,WI,Boys Tennis,150101,
Kenosha Bradford High School,WI,Boys Track and Field,150102,
Kenosha Bradford High School,WI,Boys Volleyball,149664,
Kenosha Bradford High School,WI,Boys Wrestling,150096,
Kenosha Bradford High School,WI,Girls Basketball,141768,
Kenosha Bradford High School,WI,Girls Cross Country,149657,
Kenosha Bradford High School,WI,Girls Golf,149659,
Kenosha Bradford High School,WI,Girls Soccer,150099,
Kenosha Bradford High School,WI,Girls Softball,150100,
Kenosha Bradford High School,WI,Girls Swimming & Diving,149662,
Kenosha Bradford High School,WI,Girls Tennis,149663,
Kenosha Bradford High School,WI,Girls Track and Field,150103,
Kenosha Bradford High School,WI,Girls Volleyball,149665,
Kenosha Bradford High School,WI,Girls Wrestling,147264,
Kenosha St. Joseph Catholic High School,WI,Boys Baseball,141177,
Kenosha St. Joseph Catholic High School,WI,Boys Basketball,141578,
Kenosha St. Joseph Catholic High School,WI,Boys Cross Country,143544,
Kenosha St. Joseph Catholic High School,WI,Boys Football,146192,
Kenosha St. Joseph Catholic High School,WI,Boys Golf,142317,
Kenosha St. Joseph Catholic High School,WI,Boys Soccer,142862,
Kenosha St. Joseph Catholic High School,WI,Boys Tennis,142642,
Kenosha St. Joseph Catholic High School,WI,Boys Track and Field,145475,
Kenosha St. Joseph Catholic High School,WI,Boys Wrestling,144909,
Kenosha St. Joseph Catholic High School,WI,Girls Basketball,142026,
Kenosha St. Joseph Catholic High School,WI,Girls Cross Country,143204,
Kenosha St. Joseph Catholic High School,WI,Girls Soccer,144433,
Kenosha St. Joseph Catholic High School,WI,Girls Softball,140611,
Kenosha St. Joseph Catholic High School,WI,Girls Tennis,144679,
Kenosha St. Joseph Catholic High School,WI,Girls Track and Field,145860,
Kenosha St. Joseph Catholic High School,WI,Girls Volleyball,143884,
Kenosha St. Joseph Catholic High School,WI,Girls Wrestling,147293,
Kenosha Tremper High School,WI,Boys Baseball,140997,
Kenosha Tremper High School,WI,Boys Basketball,141320,
Kenosha Tremper High School,WI,Boys Cross Country,143312,
Kenosha Tremper High School,WI,Boys Football,146193,
Kenosha Tremper High School,WI,Boys Golf,142214,
Kenosha Tremper High School,WI,Boys Soccer,142702,
Kenosha Tremper High School,WI,Boys Swimming & Diving,142476,
Kenosha Tremper High School,WI,Boys Tennis,142559,
Kenosha Tremper High School,WI,Boys Track and Field,145346,
Kenosha Tremper High School,WI,Boys Volleyball,142909,
Kenosha Tremper High School,WI,Boys Wrestling,144750,
Kenosha Tremper High School,WI,Girls Basketball,141770,
Kenosha Tremper High School,WI,Girls Cross Country,142974,
Kenosha Tremper High School,WI,Girls Golf,144160,
Kenosha Tremper High School,WI,Girls Gymnastics,155318,
Kenosha Tremper High School,WI,Girls Soccer,144278,
Kenosha Tremper High School,WI,Girls Softball,144990,
Kenosha Tremper High School,WI,Girls Swimming & Diving,144480,
Kenosha Tremper High School,WI,Girls Tennis,144579,
Kenosha Tremper High School,WI,Girls Track and Field,145732,
Kenosha Tremper High School,WI,Girls Volleyball,143655,
Kenosha Tremper High School,WI,Girls Wrestling,147266,
Kettle Moraine High School,WI,Boys Baseball,146878,
Kettle Moraine High School,WI,Boys Basketball,141321,
Kettle Moraine High School,WI,Boys Cross Country,143313,
Kettle Moraine High School,WI,Boys Football,146194,
Kettle Moraine High School,WI,Boys Golf,142215,
Kettle Moraine High School,WI,Boys Hockey,155535,
Kettle Moraine High School,WI,Boys Lacrosse-Boys,140742,
Kettle Moraine High School,WI,Boys Soccer,142703,
Kettle Moraine High School,WI,Boys Tennis,142560,
Kettle Moraine High School,WI,Boys Track and Field,145347,
Kettle Moraine High School,WI,Boys Volleyball,142910,
Kettle Moraine High School,WI,Boys Wrestling,144751,
Kettle Moraine High School,WI,Girls Basketball,141771,
Kettle Moraine High School,WI,Girls Cross Country,142975,
Kettle Moraine High School,WI,Girls Golf,144161,
Kettle Moraine High School,WI,Girls Lacrosse-Girls,154068,
Kettle Moraine High School,WI,Girls Soccer,144279,
Kettle Moraine High School,WI,Girls Softball,144991,
Kettle Moraine High School,WI,Girls Tennis,144580,
Kettle Moraine High School,WI,Girls Track and Field,145733,
Kettle Moraine High School,WI,Girls Volleyball,143656,
Kettle Moraine High School,WI,Girls Wrestling,153871,
Kewaskum High School,WI,Boys Baseball,146923,
Kewaskum High School,WI,Boys Basketball,141381,
Kewaskum High School,WI,Boys Cross Country,143419,
Kewaskum High School,WI,Boys Football,146196,
Kewaskum High School,WI,Boys Golf,142319,
Kewaskum High School,WI,Boys Soccer,142810,
Kewaskum High School,WI,Boys Tennis,142643,
Kewaskum High School,WI,Boys Track and Field,145477,
Kewaskum High School,WI,Boys Wrestling,144830,
Kewaskum High School,WI,Girls Basketball,141830,
Kewaskum High School,WI,Girls Cross Country,143079,
Kewaskum High School,WI,Girls Golf,152347,
Kewaskum High School,WI,Girls Soccer,144387,
Kewaskum High School,WI,Girls Softball,145069,
Kewaskum High School,WI,Girls Tennis,144680,
Kewaskum High School,WI,Girls Track and Field,145862,
Kewaskum High School,WI,Girls Volleyball,143758,
Kewaskum High School,WI,Girls Wrestling,153998,
Kewaunee High School,WI,Boys Baseball,141178,
Kewaunee High School,WI,Boys Basketball,141479,
Kewaunee High School,WI,Boys Cross Country,143545,
Kewaunee High School,WI,Boys Football,146197,
Kewaunee High School,WI,Boys Golf,150505,
Kewaunee High School,WI,Boys Soccer,142864,
Kewaunee High School,WI,Boys Track and Field,145478,
Kewaunee High School,WI,Boys Wrestling,144910,
Kewaunee High School,WI,Girls Basketball,141928,
Kewaunee High School,WI,Girls Cross Country,143205,
Kewaunee High School,WI,Girls Soccer,144435,
Kewaunee High School,WI,Girls Softball,145142,
Kewaunee High School,WI,Girls Track and Field,145863,
Kewaunee High School,WI,Girls Volleyball,143885,
Kewaunee High School,WI,Girls Wrestling,154052,
Kickapoo High School,WI,Boys Baseball,141257,
Kickapoo High School,WI,Boys Basketball,141675,
Kickapoo High School,WI,Boys Cross Country,154458,
Kickapoo High School,WI,Boys Football 8-Player,154207,
Kickapoo High School,WI,Boys Track and Field,156185,
Kickapoo High School,WI,Boys Wrestling,155421,
Kickapoo High School,WI,Girls Basketball,142120,
Kickapoo High School,WI,Girls Cross Country,154504,
Kickapoo High School,WI,Girls Softball,145277,
Kickapoo High School,WI,Girls Track and Field,156216,
Kickapoo High School,WI,Girls Volleyball,144005,
Kickapoo High School,WI,Girls Wrestling,155482,
Kiel High School,WI,Boys Baseball,146905,
Kiel High School,WI,Boys Basketball,141480,
Kiel High School,WI,Boys Cross Country,143420,
Kiel High School,WI,Boys Football,146198,
