School Name,State,Sport,TeamID,Notes
Burlington High School,WI,Boys Swimming & Diving,155354,
Burlington High School,WI,Boys Tennis,142534,
Burlington High School,WI,Boys Track and Field,145316,
Burlington High School,WI,Boys Volleyball,142900,
Burlington High School,WI,Boys Wrestling,144726,
Burlington High School,WI,Girls Basketball,141814,
Burlington High School,WI,Girls Cross Country,142945,
Burlington High School,WI,Girls Golf,144137,
Burlington High School,WI,Girls Soccer,144315,
Burlington High School,WI,Girls Softball,144962,
Burlington High School,WI,Girls Swimming & Diving,154612,
Burlington High School,WI,Girls Tennis,144549,
Burlington High School,WI,Girls Track and Field,145700,
Burlington High School,WI,Girls Volleyball,143625,
Burlington High School,WI,Girls Wrestling,147301,
Cambria Friesland High School,WI,Boys Baseball,140482,
Cambria Friesland High School,WI,Boys Basketball,141647,
Cambria Friesland High School,WI,Boys Football,146112,
Cambria Friesland High School,WI,Girls Basketball,142091,
Cambria Friesland High School,WI,Girls Softball,145261,
Cambria Friesland High School,WI,Girls Volleyball,143971,
Cambridge High School,WI,Boys Baseball,141154,
Cambridge High School,WI,Boys Basketball,141549,
Cambridge High School,WI,Boys Football,146113,
Cambridge High School,WI,Boys Golf,142388,
Cambridge High School,WI,Boys Soccer,139120,
Cambridge High School,WI,Boys Track and Field,145582,
Cambridge High School,WI,Boys Wrestling,144886,
Cambridge High School,WI,Girls Basketball,141997,
Cambridge High School,WI,Girls Golf,144218,
Cambridge High School,WI,Girls Soccer,156072,
Cambridge High School,WI,Girls Softball,145198,
Cambridge High School,WI,Girls Track and Field,145965,
Cambridge High School,WI,Girls Volleyball,143853,
Cambridge High School,WI,Girls Wrestling,153978,
Campbellsport High School,WI,Boys Baseball,141062,
Campbellsport High School,WI,Boys Basketball,141459,
Campbellsport High School,WI,Boys Cross Country,143398,
Campbellsport High School,WI,Boys Football,146115,
Campbellsport High School,WI,Boys Golf,142300,
Campbellsport High School,WI,Boys Soccer,142853,
Campbellsport High School,WI,Boys Track and Field,145448,
Campbellsport High School,WI,Boys Wrestling,144816,
Campbellsport High School,WI,Girls Basketball,141907,
Campbellsport High School,WI,Girls Cross Country,143058,
Campbellsport High School,WI,Girls Soccer,144422,
Campbellsport High School,WI,Girls Softball,145130,
Campbellsport High School,WI,Girls Track and Field,145834,
Campbellsport High School,WI,Girls Volleyball,143736,
Campbellsport High School,WI,Girls Wrestling,149608,
Cashton High School,WI,Boys Baseball,141236,
Cashton High School,WI,Boys Basketball,141648,
Cashton High School,WI,Boys Cross Country,143511,
Cashton High School,WI,Boys Football,146116,
Cashton High School,WI,Boys Track and Field,145583,
Cashton High School,WI,Boys Wrestling,144888,
Cashton High School,WI,Girls Basketball,142092,
Cashton High School,WI,Girls Cross Country,143169,
Cashton High School,WI,Girls Softball,145262,
Cashton High School,WI,Girls Track and Field,145966,
Cashton High School,WI,Girls Volleyball,143972,
Cashton High School,WI,Girls Wrestling,154030,
Cassville High School,WI,Boys Cross Country,143512,
Cassville High School,WI,Boys Track and Field,156177,
Cassville High School,WI,Girls Cross Country,143170,
Cassville High School,WI,Girls Track and Field,156207,
Cassville High School,WI,Girls Volleyball,143973,
Catholic Central - Burlington High School,WI,Boys Baseball,141237,
Catholic Central - Burlington High School,WI,Boys Basketball,141649,
Catholic Central - Burlington High School,WI,Boys Cross Country,143513,
Catholic Central - Burlington High School,WI,Boys Football,146117,
Catholic Central - Burlington High School,WI,Boys Golf,142390,
Catholic Central - Burlington High School,WI,Boys Track and Field,145584,
Catholic Central - Burlington High School,WI,Boys Volleyball,154324,
Catholic Central - Burlington High School,WI,Boys Wrestling,149666,
Catholic Central - Burlington High School,WI,Girls Basketball,142093,
Catholic Central - Burlington High School,WI,Girls Cross Country,143171,
Catholic Central - Burlington High School,WI,Girls Soccer,144423,
Catholic Central - Burlington High School,WI,Girls Softball,145263,
Catholic Central - Burlington High School,WI,Girls Tennis,144668,
Catholic Central - Burlington High School,WI,Girls Track and Field,145967,
Catholic Central - Burlington High School,WI,Girls Volleyball,143974,
Catholic Central - Burlington High School,WI,Girls Wrestling,151850,
Cedar Grove Belgium High School,WI,Boys Baseball,146948,
Cedar Grove Belgium High School,WI,Boys Basketball,141460,
Cedar Grove Belgium High School,WI,Boys Cross Country,143400,
Cedar Grove Belgium High School,WI,Boys Football,146119,
Cedar Grove Belgium High School,WI,Boys Golf,142301,
Cedar Grove Belgium High School,WI,Boys Soccer,142854,
Cedar Grove Belgium High School,WI,Boys Track and Field,145450,
Cedar Grove Belgium High School,WI,Boys Wrestling,144817,
Cedar Grove Belgium High School,WI,Girls Basketball,141909,
Cedar Grove Belgium High School,WI,Girls Cross Country,143060,
Cedar Grove Belgium High School,WI,Girls Soccer,144424,
Cedar Grove Belgium High School,WI,Girls Softball,145131,
Cedar Grove Belgium High School,WI,Girls Track and Field,145836,
Cedar Grove Belgium High School,WI,Girls Volleyball,143856,
Cedar Grove Belgium High School,WI,Girls Wrestling,153999,
Central WI Christian High School,WI,Boys Baseball,147132,
Central WI Christian High School,WI,Boys Basketball,141650,
Central WI Christian High School,WI,Boys Cross Country,149559,
Central WI Christian High School,WI,Boys Golf,142391,
Central WI Christian High School,WI,Boys Soccer,142855,
Central WI Christian High School,WI,Boys Track and Field,145585,
Central WI Christian High School,WI,Girls Basketball,142094,
Central WI Christian High School,WI,Girls Cross Country,149560,
Central WI Christian High School,WI,Girls Soccer,144425,
Central WI Christian High School,WI,Girls Track and Field,145968,
Central WI Christian High School,WI,Girls Volleyball,143975,
Chilton High School,WI,Boys Baseball,141064,
Chilton High School,WI,Boys Basketball,141461,
Chilton High School,WI,Boys Cross Country,143401,
Chilton High School,WI,Boys Football,146122,
Chilton High School,WI,Boys Golf,140811,
Chilton High School,WI,Boys Soccer,156373,
Chilton High School,WI,Boys Swimming & Diving,155356,
Chilton High School,WI,Boys Track and Field,145452,
Chilton High School,WI,Boys Wrestling,155402,
Chilton High School,WI,Girls Basketball,141910,
Chilton High School,WI,Girls Cross Country,143061,
Chilton High School,WI,Girls Softball,145132,
Chilton High School,WI,Girls Swimming & Diving,139156,
Chilton High School,WI,Girls Track and Field,145838,
Chilton High School,WI,Girls Volleyball,143738,
Chilton High School,WI,Girls Wrestling,155464,
Clinton High School,WI,Boys Baseball,141065,
Clinton High School,WI,Boys Basketball,141462,
Clinton High School,WI,Boys Cross Country,143402,
Clinton High School,WI,Boys Football,146125,
Clinton High School,WI,Boys Golf,142302,
Clinton High School,WI,Boys Track and Field,145453,
Clinton High School,WI,Boys Wrestling,144818,
Clinton High School,WI,Girls Basketball,141911,
Clinton High School,WI,Girls Cross Country,143062,
Clinton High School,WI,Girls Golf,144220,
Clinton High School,WI,Girls Soccer,156074,
Clinton High School,WI,Girls Softball,145133,
Clinton High School,WI,Girls Track and Field,145839,
Clinton High School,WI,Girls Volleyball,143739,
Clinton High School,WI,Girls Wrestling,147576,
Clintonville High School,WI,Boys Baseball,141066,
Clintonville High School,WI,Boys Basketball,141463,
Clintonville High School,WI,Boys Cross Country,143403,
Clintonville High School,WI,Boys Football,146126,
Clintonville High School,WI,Boys Golf,142303,
Clintonville High School,WI,Boys Soccer,142800,
Clintonville High School,WI,Boys Swimming & Diving,156376,
Clintonville High School,WI,Boys Track and Field,145454,
Clintonville High School,WI,Boys Wrestling,147174,
Clintonville High School,WI,Girls Basketball,141912,
Clintonville High School,WI,Girls Cross Country,143063,
Clintonville High School,WI,Girls Soccer,144376,
Clintonville High School,WI,Girls Softball,145056,
Clintonville High School,WI,Girls Swimming & Diving,144507,
Clintonville High School,WI,Girls Track and Field,145840,
Clintonville High School,WI,Girls Volleyball,143740,
Clintonville High School,WI,Girls Wrestling,149589,
Coleman High School,WI,Boys Baseball,141159,
Coleman High School,WI,Boys Basketball,141555,
Coleman High School,WI,Boys Cross Country,143517,
Coleman High School,WI,Boys Football,146129,
Coleman High School,WI,Boys Golf,142396,
Coleman High School,WI,Boys Track and Field,145589,
Coleman High School,WI,Boys Wrestling,144892,
Coleman High School,WI,Girls Basketball,142003,
Coleman High School,WI,Girls Cross Country,143175,
Coleman High School,WI,Girls Softball,145203,
Coleman High School,WI,Girls Track and Field,145972,
Coleman High School,WI,Girls Volleyball,143861,
Coleman High School,WI,Girls Wrestling,149463,
Columbus High School,WI,Boys Baseball,141067,
Columbus High School,WI,Boys Basketball,141464,
Columbus High School,WI,Boys Cross Country,143404,
Columbus High School,WI,Boys Football,146131,
Columbus High School,WI,Boys Golf,156025,
Columbus High School,WI,Boys Soccer,142856,
Columbus High School,WI,Boys Track and Field,145456,
Columbus High School,WI,Boys Wrestling,144819,
Columbus High School,WI,Girls Basketball,141913,
Columbus High School,WI,Girls Cross Country,143064,
Columbus High School,WI,Girls Soccer,144426,
Columbus High School,WI,Girls Softball,145134,
Columbus High School,WI,Girls Tennis,144670,
Columbus High School,WI,Girls Track and Field,145842,
Columbus High School,WI,Girls Volleyball,143741,
Columbus High School,WI,Girls Wrestling,149489,
Crivitz High School,WI,Boys Baseball,141162,
Crivitz High School,WI,Boys Basketball,141558,
Crivitz High School,WI,Boys Cross Country,146495,
Crivitz High School,WI,Boys Football,146133,
Crivitz High School,WI,Boys Golf,142398,
Crivitz High School,WI,Boys Track and Field,145593,
Crivitz High School,WI,Boys Wrestling,139893,
Crivitz High School,WI,Girls Basketball,142006,
Crivitz High School,WI,Girls Cross Country,146496,
Crivitz High School,WI,Girls Softball,145205,
Crivitz High School,WI,Girls Track and Field,145976,
Crivitz High School,WI,Girls Volleyball,143864,
Crivitz High School,WI,Girls Wrestling,139978,
Cuba City High School,WI,Boys Baseball,141163,
Cuba City High School,WI,Boys Basketball,141559,
Cuba City High School,WI,Boys Cross Country,152348,
Cuba City High School,WI,Boys Football,146134,
Cuba City High School,WI,Boys Golf,155656,
Cuba City High School,WI,Boys Track and Field,145594,
Cuba City High School,WI,Boys Wrestling,155408,
Cuba City High School,WI,Girls Basketball,142007,
Cuba City High School,WI,Girls Cross Country,152349,
Cuba City High School,WI,Girls Softball,145206,
Cuba City High School,WI,Girls Track and Field,145977,
Cuba City High School,WI,Girls Volleyball,143865,
Cuba City High School,WI,Girls Wrestling,155469,
Darlington High School,WI,Boys Baseball,141165,
Darlington High School,WI,Boys Basketball,141561,
Darlington High School,WI,Boys Cross Country,143521,
Darlington High School,WI,Boys Football,146138,
Darlington High School,WI,Boys Golf,142400,
Darlington High School,WI,Boys Track and Field,145595,
Darlington High School,WI,Boys Wrestling,154025,
Darlington High School,WI,Girls Basketball,142009,
Darlington High School,WI,Girls Cross Country,143179,
Darlington High School,WI,Girls Golf,144223,
Darlington High School,WI,Girls Softball,145207,
Darlington High School,WI,Girls Track and Field,145978,
Darlington High School,WI,Girls Volleyball,143867,
Darlington High School,WI,Girls Wrestling,154026,
De Pere High School,WI,Boys Baseball,140980,
De Pere High School,WI,Boys Basketball,141303,
De Pere High School,WI,Boys Cross Country,143287,
De Pere High School,WI,Boys Football,146139,
De Pere High School,WI,Boys Golf,142189,
De Pere High School,WI,Boys Hockey,155527,
De Pere High School,WI,Boys Lacrosse-Boys,140734,
De Pere High School,WI,Boys Soccer,142691,
De Pere High School,WI,Boys Tennis,142538,
De Pere High School,WI,Boys Track and Field,145320,
De Pere High School,WI,Boys Wrestling,144730,
De Pere High School,WI,Girls Basketball,141752,
De Pere High School,WI,Girls Cross Country,142948,
De Pere High School,WI,Girls Golf,144141,
De Pere High School,WI,Girls Hockey,155591,
De Pere High School,WI,Girls Lacrosse-Girls,140769,
De Pere High School,WI,Girls Soccer,144264,
De Pere High School,WI,Girls Softball,144966,
De Pere High School,WI,Girls Swimming & Diving,154614,
De Pere High School,WI,Girls Tennis,144553,
De Pere High School,WI,Girls Track and Field,145704,
De Pere High School,WI,Girls Volleyball,143629,
De Pere High School,WI,Girls Wrestling,149594,
DeForest High School,WI,Boys Baseball,140981,
DeForest High School,WI,Boys Basketball,141370,
DeForest High School,WI,Boys Cross Country,143288,
DeForest High School,WI,Boys Football,146141,
DeForest High School,WI,Boys Golf,142190,
DeForest High School,WI,Boys Hockey,155529,
DeForest High School,WI,Boys Lacrosse-Boys,153946,
DeForest High School,WI,Boys Soccer,142740,
DeForest High School,WI,Boys Swimming & Diving,142497,
DeForest High School,WI,Boys Tennis,146723,
DeForest High School,WI,Boys Track and Field,145321,
DeForest High School,WI,Boys Volleyball,150701,
DeForest High School,WI,Boys Wrestling,144731,
DeForest High School,WI,Girls Basketball,141818,
DeForest High School,WI,Girls Cross Country,142949,
DeForest High School,WI,Girls Golf,146444,
DeForest High School,WI,Girls Lacrosse-Girls,140771,
DeForest High School,WI,Girls Soccer,144317,
DeForest High School,WI,Girls Softball,144967,
DeForest High School,WI,Girls Swimming & Diving,144470,
DeForest High School,WI,Girls Tennis,144554,
DeForest High School,WI,Girls Track and Field,145705,
DeForest High School,WI,Girls Volleyball,143630,
DeForest High School,WI,Girls Wrestling,150698,
DeSoto High School,WI,Boys Baseball,141240,
DeSoto High School,WI,Boys Basketball,141654,
DeSoto High School,WI,Boys Cross Country,146872,
DeSoto High School,WI,Boys Football 8-Player,147161,
DeSoto High School,WI,Boys Track and Field,145596,
DeSoto High School,WI,Boys Wrestling,144895,
DeSoto High School,WI,Girls Basketball,142098,
DeSoto High School,WI,Girls Cross Country,146873,
